SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle
26144.09325424781,0.0,4935.9694994700785,731.8109676633214,12177.470254462607,1787.43638916759
165391.6393863759,0.0,19504.03810498763,2484.1048260263565,9927.19207444337,1848.403234900253
78884.08629065314,0.0,35764.4763950745,39386.40385904053,8914.461094396775,1246.2564542428772
15436.13262258473,0.0,11333.08157593829,15939.635482021095,8882.667975923941,978.1061821882453
21205.14084827704,0.0,20841.851350353907,38592.91194667348,8850.919814118497,978.8149888043394
90160.20786883071,0.0,18191.952705239994,5768.677038957844,9252.068447079198,979.5001295538193
20479.348872694332,0.0,-2550.7402953625706,771.5029173359877,12217.228364163479,1101.1641481789832
1233.8342808122886,0.0,2291.7527748636626,1476.565345338659,8735.289502063526,1944.5422052205138
890.4077927806861,0.0,3287.930928533471,4319.358702517119,8703.995021895938,979.7721732997138
12590.077499813578,0.0,-3292.2455175201185,360.5908785718488,10311.656951110715,980.4066976314922
1523.0975520248735,0.0,2518.0003537264956,36332.4238491868,11004.994000666191,1447.193246110834
11064.779112007462,0.0,31363.761540325977,33266.09810002759,8592.095660081855,1658.8544836640076
2959.940203982399,0.0,5304.299704097118,7334.607893632763,8649.217913594077,981.3167759888573
73304.96469472881,0.0,-50.647354870385925,138.48066925894477,13519.927472443882,1007.252565540391
39234.387366358336,0.0,9868.991346697088,11086.702698066367,11224.458908794288,2427.455290489017
3012.3900799715275,0.0,-7377.695595629457,2077.4685333529724,6650.431406325397,1782.1227895376478
0.0,0.0,55.59721447222856,0.0,9909.215374349722,460.51579166484936
912.6969197616995,0.0,9.745736635480288e-15,0.0,7053.926411620792,1422.3962493512474
0.0,0.0,300.1629246032315,21.464141395877387,9271.352299648306,594.0022607465635
7408.88459087911,0.0,2863.615272658966,857.5028833640299,8905.01776517658,1256.2260691395022
9058.656599140817,0.0,67536.14859897888,52878.28202341549,8268.308421222036,1159.0579299408353
46132.611873669695,0.0,-3189.9693682842153,2431.214344082211,9838.958668421083,980.0286651435239
85349.87006514876,0.0,-33018.76760759641,6750.998187222126,9979.088646572243,1459.6200986965414
50265.26031113519,0.0,41638.63924922271,18255.009362326273,10380.377781833338,1515.178671387185
9849.650108150207,0.0,596.9629055240015,69.36072882860311,11217.699352123556,1650.3825134333151
17916.81904562885,0.0,-5171.637737425478,655.1524117477833,10390.696866050786,1919.9666104508221
0.0,0.0,1387.3619227112054,359.4681166429309,9554.280893206735,1685.2378224632018
166.37492408393612,0.0,3156.8154319637815,1143.0849313219876,7999.420121145317,1444.0768981410308
7937.111708551293,0.0,607.0427300957255,246.38538266137957,12658.532613993235,978.3096214055016
1354.2764880639836,0.0,13534.742034619496,3842.701415667203,8588.262711994932,2429.2866613792035
15969.182628081928,0.0,16540.477690067048,50036.75818414205,7893.052904847653,1185.5926991455797
21563.89507533199,0.0,6832.954762900633,11655.09254986904,9018.348005565224,979.4212566204346
19409.23586876702,0.0,4369.898592598901,1525.5747653968726,9613.586966025277,1341.4562492497098
94582.9225634742,0.0,17959.431153210375,6941.789979991883,9626.62380489332,1541.145370303968
1260.6985577327205,0.0,1530.7005545692905,1570.0284840770755,8061.197226630412,1559.2593897698314
8236.157958905464,0.0,-7144.01962977364,3903.808761070916,7904.157325356231,1075.8658424334806
47.97946321526279,0.0,81.17482680550737,0.0,9371.591660842492,1035.7638870007743
34.00205325232173,0.0,1493.7913994206342,1136.8720064875022,7668.634709431621,1515.3965802538044
6363.998600395587,0.0,7247.693522316347,3105.2396465644556,8237.839432673045,981.2258193745353
10378.782453568103,0.0,5993.207326880367,12447.214864846019,7843.152798470499,1174.2128982217732
265.69202180873685,0.0,554.1119553425494,2218.271461923622,8266.757619447173,1057.0000034459738
1601.7732612714267,0.0,-649.0564634234643,1.8200310557736383,6609.50698040772,1204.6323926925186
11587.882967091922,0.0,1970.0081697253931,6348.369337054202,11113.053797473738,674.2647444625129
17366.922070825887,0.0,2320.6963808429277,887.2165247446243,10177.825533714846,2158.186277911304
39917.012082341535,0.0,1799.676197085525,2965.2121687121244,9102.280078434054,1869.6173002803262
47584.00773513037,0.0,-4693.66834422252,1358.404450276459,7493.527201443096,1530.019967729021
129107.36987512549,0.0,20478.059195796726,1741.022600829647,8289.52771822553,1008.2644333625503
90343.24848702968,0.0,464.1216461600434,3815.2931758482428,11310.007517231725,1283.5052059248367
16923.282608609697,0.0,2910.8736805028434,5089.120652351791,9751.417007103646,2309.1534527607296
82.52266306030558,0.0,931.0192402250838,174.3296511033126,7549.069677010123,1804.3416924727915
14868.760216967426,0.0,5211.788631293397,23635.10931963077,7247.412011118204,1073.6730663611638
3652.3607997210056,0.0,10982.601801928107,22676.170454504398,7221.987772734417,980.8428692741248
4099.296496592104,0.0,1492.3779854600552,635.7210185629261,9072.856452923794,981.2555397004945
1067.5051352007433,0.0,1959.3704479819482,1833.097630814783,8976.147979391191,1624.9833113036127
101.21657768827151,0.0,2552.8724645570464,1593.854757789908,7152.681398644667,1606.1129339565105
3146.321910443994,0.0,11958.793310878817,9113.279254346968,7106.874484680259,989.3394344334484
14923.8476155613,0.0,-582.4344150915249,901.0825280438291,8170.191771139735,982.5527333674643
6714.213684622956,0.0,-555.0107558592924,878.0642353494856,7265.598792581552,1362.2273241279538
1767.7097451015957,0.0,625.0232163946278,357.1643235565856,7337.794287398625,1057.6387780078207
2110.5419430895117,0.0,492.89056854109145,52.18479110264884,8616.68105435287,1092.5985486264406
0.0,0.0,1451.4856241728846,1593.8908326997275,6967.178538418728,1553.5990448618627
1719.7159682499787,0.0,1803.1205961277642,454.96686127142453,7393.98322264464,982.8337882322396
15232.014005056788,0.0,5545.937521709135,3141.854456761391,8467.564395943828,1143.576188901135
16681.743987522066,0.0,2840.148678482244,2394.3340705297255,7610.5068897460715,1537.0983670357289
1221.5891726338386,0.0,6875.829528728532,6569.693496618854,6860.191205402289,1243.2096268841922
4978.251319460551,0.0,5935.247658873013,6703.5700943975335,6836.251828673001,984.1137833479385
52552.30930122304,0.0,3160.8476146042494,5544.1981466726265,8392.925936221118,984.4454782086419
16320.791815509694,0.0,-7336.492178601816,2189.9321867244043,7167.370619902158,1557.9519130455433
32292.84576058373,0.0,28826.42542066254,12553.448137994217,7895.374337167494,1125.0895712152521
74103.34192592015,0.0,-25080.46897215204,5161.735195310146,5815.393799899149,1401.2996698142774
25937.40781699292,0.0,-3857.061412487749,1103.3724462770133,9417.578193177611,649.9902581378418
85.00001893612912,0.0,1930.4773039476675,7681.035170022515,8128.601232082145,1983.6663337962282
1903.734007169802,0.0,18108.239921576816,9546.19096387861,6637.86344235866,1523.7409179231993
622.5976954576656,0.0,3348.763411813713,4561.986391688043,6614.939903037564,982.6432074686371
67401.3486615021,0.0,-28736.783904163884,13265.445388018843,4452.401490219793,982.9753137112153
63230.51412908148,0.0,3386.8815387099853,1349.3323309999882,10672.036267494577,182.69955223044724
1767.7298714093622,0.0,-2.4809809419990005e-13,0.0,6758.934997627431,2522.170147809547
733.6484042926711,0.0,7.167191273360629e-14,0.0,4107.641163624187,1066.7127225003821
1616.724219523256,0.0,2579.7890033303083,2552.1781211463654,6240.847841156927,72.24548684903814
1548.4927340019035,0.0,3997.0268979727707,3573.7534034103423,6470.681923325561,885.2116510663599
34198.62361345919,0.0,-15621.196275129076,3762.6758682487052,6127.354013954856,980.9224582652408
5993.58304027669,0.0,-22989.57872451072,11445.53857765412,6832.626916794271,858.4509519292691
90098.46982745969,0.0,7197.65889251369,3414.8672882829524,8577.765976724617,1137.0072459688836
9080.000461982809,0.0,27294.50215372796,3587.4759803434595,7651.015351142587,1819.563860836254
2123.1557936252902,0.0,2232.036930240969,501.6983165757847,6508.678390320854,1476.367099983575
0.0,0.0,259.6928517718643,0.0,6318.210877210983,1044.8848974312202
6328.8906308456735,0.0,-1824.5352526729705,149.32948744987146,5123.545831414256,979.8018733278927
5873.032518636197,0.0,8048.254150669101,2825.016270915936,7594.573996100573,521.0586030589131
23450.98106472545,0.0,-3608.925118253863,2713.8554181588356,6687.200533071791,1496.8910586215181
17669.778685426973,0.0,38417.62732757605,9404.338782509525,7648.079201850222,1151.7629251625156
18129.6786112881,0.0,74673.15677988509,36461.889072680075,6199.178784956017,1542.1733172935812
65032.703496693684,0.0,6674.601655725065,6218.2646816498345,7697.300371470495,979.2159084387837
5760.974243429058,0.0,5311.082814047042,7107.1914794046015,6152.061028625222,1585.6622120904392
2271.041483381646,0.0,749.4167578428047,235.52499707003884,7335.17678208413,979.8627477546793
8712.119220997585,0.0,1063.2215320247294,644.9623489713454,8655.690751956046,1464.2930537662862
2915.6613786435705,0.0,4200.276765117879,2379.9659304435345,6608.802403624736,2010.3350728609644
3761.9377333275875,0.0,6576.22129167087,6133.584992541597,6053.895634763972,1196.5960099345782
2083.5827184872082,0.0,6297.771171285114,6395.069661075133,6033.555821771497,980.7948661696579
2307.946638501571,0.0,4779.042812981813,363.9480608518873,6161.1848213352305,981.1013094300068
2817.6801977018695,0.0,-7149.810400261909,3492.1987843368333,6357.268980822828,1042.0527676144204
8099.616654489859,0.0,-16708.342641428033,6592.133085146401,1754.3125515566694,1131.7953619489497
460.26509906339834,0.0,1007.098203207806,18535.306977531316,7175.934611382128,-757.7440194445504
0.0,0.0,844.1514813924156,24.109834529339796,5936.3468987193355,1482.819270989407
886.2889498812981,0.0,1652.931231818405,11666.270615456493,5916.527015147044,980.3666350828076
20302.221488657426,0.0,27430.680700295918,22776.760554609995,5896.783948529949,980.6673624296379
43148.81537319981,0.0,26389.012724399494,9024.088306903895,6020.41289217099,980.9634718939427
14347.399889073564,0.0,-748.70573095197,2164.962224547668,7223.340374876108,1041.3775226217354
13913.522113347146,0.0,25708.727300668732,6565.221827949297,7228.5619342011605,1557.0437301116729
1603.3225629185429,0.0,3695.7498995215055,6298.646715551842,5807.621389702833,1572.2383676136362
5043.2682921202395,0.0,6372.785296588967,6935.650666300568,5788.323762943403,981.6847237494788
1724.4784937394418,0.0,7533.225896296015,27838.195028018894,5769.102356530076,981.9631726919087
11582.515902007162,0.0,-46733.80576673428,23841.67376681689,3812.0030265773817,982.2374746805203
24039.048505540213,0.0,9028.742098668434,18291.666355970043,7094.325859555317,151.5207880657252
15470.63952770401,0.0,-37228.4461181589,16160.06735014508,3435.7025724028435,1566.464093629866
119.4331313344868,0.0,1942.4299611405668,2665.5104650687786,6961.978310844907,-0.10425653630136365
11757.643599121893,0.0,-2714.052603603115,1865.2856731805327,5015.084938745784,1528.4281323611006
5402.784357287206,0.0,2014.6356186936243,1109.0571239679493,7971.590007049145,694.8750954657271
7679.050543267051,0.0,1706.7856461155573,2660.9297161391046,6587.468369807725,1990.7134097506776
24201.875032901684,0.0,-37250.47158479612,23825.989561040908,3948.237416366185,1400.6821521016006
1566.0810885633837,0.0,4198.771308213552,3344.782286349375,6918.578846487833,251.96907894100698
298.9109272882005,0.0,978.0102874295671,72.0047898443598,5567.327621402574,1565.177553220761
738.8354135383279,0.0,2491.3359764528695,916.2171658242838,5692.535883049521,979.7022632127777
1770.981285254248,0.0,708.4389511381986,183.05318719793297,5910.249844377935,1043.6713814410587
2713.0195841937652,0.0,2699.036273204574,1915.827789557847,5948.429241824216,1149.501914474723
0.0,0.0,119.494604417607,0.0,5491.739736926115,1176.1140020282849
488.0704411598855,0.0,28913.37630586994,7421.443771919143,5473.847277086108,980.7935305618377
24599.37252105683,0.0,38963.36200163876,9535.976754386866,5456.026612010301,981.0583099899784
6640.86215189191,0.0,3218.302827163348,306.16405746905855,6899.952770540829,981.3194544375551
639.9723050215151,0.0,7675.0345786011585,15529.501520342033,5415.6314123042785,1644.6678389298174
15.357315870826284,0.0,5204.67258617239,2892.7944120121488,5398.0489038317755,981.7987370370873
4323.106952529977,0.0,657.567290416346,132.8145833578618,7514.8394865659275,982.0496518489188
248.19415602622456,0.0,574.1856535141438,126.29188356931893,5798.966149414487,1961.404230927863
12332.07181577244,0.0,1165.9090699270341,2293.9525205566365,6437.394195392132,1186.606979414017
5459.486746246647,0.0,15986.04693211175,77446.75004803462,5314.952192480971,1491.5483061052007
5519.569348684301,0.0,13247.207228313637,106430.02111738411,5297.800032519762,982.4214075668681
5120.372886288475,0.0,3472.045415488879,9284.445680102053,6411.571418575956,982.6611416973914
2444.531248346004,0.0,3951.190519467369,24358.37627923369,5521.068889205205,1511.4402718901822
14.019505702624517,0.0,74.07391075663168,0.0,5352.604692314311,1105.6291305001293
39.071299889000386,0.0,937.1209875890274,372.6414032853497,5224.927809825419,1035.3494112347182
5323.66282280087,0.0,335.2189218324105,26.14408370781907,6316.517569234814,983.5768697499733
85.31542417484027,0.0,10902.159207559289,3825.383629132144,5388.8983547468515,1509.2395826118247
4364.76818285684,0.0,-644.1445862209279,0.0,6574.190321577334,1079.7189430445235
1933.3065951389774,0.0,-8322.95208927248,1492.4482296928097,4853.379179301242,1654.708293703238
1603.503220728097,0.0,1942.547759196998,589.4906260125975,5131.552541057682,842.5811683715071
20774.741424074833,0.0,28030.720897184052,5406.133534575305,5471.736756928735,983.570610916017
2875.8305105219333,0.0,-43.3794171495473,0.0,3985.759176461423,1155.8453164492582
22735.471155462834,0.0,-26786.046040601548,12199.570492835172,2157.6624744222618,445.79091007820364
1302.5162219086492,0.0,1166.99559532131,0.0,6066.5955757900565,-435.5395366450926
49014.11265578946,0.0,10132.319925982689,3375.307424992328,7016.6241224852265,1464.8988326721565
21268.022437197575,0.0,5960.890783427114,1132.9127558711505,6882.2557332415045,1940.515877166871
1174.6552252459328,0.0,65.40468924616347,0.0,4489.745053595051,1890.1224234956378
8585.710999951583,0.0,5612.328536176969,10434.075731919665,5337.58727053113,726.5825865128317
22942.29481963407,0.0,28070.566349619025,6425.520695109422,5641.03575016115,1151.707278124807
6572.41141573956,0.0,1481.0069624682196,1299.4436648623268,6013.132321078718,1311.292044079444
9793.275884855371,0.0,18012.9668049034,8908.850740804384,5638.977148048641,1506.7585455632695
9932.970258553734,0.0,28171.157779178564,5725.101259336766,4922.5087645019985,1331.583455974558
32563.487412632618,0.0,-32257.090102042654,9924.57059418763,2923.5119272973843,982.8246538934769
1831.910268743659,0.0,-251.76258255956608,572.4599886393394,6428.424876234273,-13.643615834580974
1599.4572987401748,0.0,23296.977257829378,10681.746278203764,6004.830889256896,1754.551175171333
6091.8302060346205,0.0,17027.89233314978,11113.709553183042,4855.999195817651,1553.7884491040131
10212.145496050065,0.0,13420.553838229309,3559.6523129146776,5051.314963171194,982.1276086847755
49237.65805171823,0.0,23695.852409479212,5909.2830882456965,4825.165546617715,1089.5683839633152
18397.231490764472,0.0,11856.884268971971,15238.903468667853,5340.842291945402,982.5561364229827
52173.871760997135,0.0,-21107.92192190657,7479.098115121294,3111.1112307140365,1254.9690602280518
27993.683050231084,0.0,11095.329353025645,15971.702534093543,7750.97101397344,117.531298965476
5434.698976624688,0.0,6391.419169464094,43984.413167365594,4757.283497625098,2514.8548165376037
33387.40593979272,0.0,-13220.139627058537,5288.9264050138045,4789.880056714235,982.0581888719046
85268.39332565396,0.0,-53846.35733108746,29769.744471039343,1332.8383016081968,1006.8516086666953
51451.1146752503,0.0,-58320.13398627013,21503.884202153695,1411.7146317401684,-786.7656348205762
19.24459952142907,0.0,6360.4155818809,6859.340959014253,5843.175071813355,-745.0504429706784
37054.18465449692,0.0,6935.30260408947,415.11484998127753,6275.832247183111,1570.193129061515
61895.08987739249,0.0,-25663.005283097387,15049.912311608765,4963.749363302217,1809.4221658201443
35500.92866172558,0.0,10962.197945644148,3145.8726968717347,6758.119809589091,1131.5107095711426
8520.66767825761,0.0,4178.626976017568,5632.516866557789,4967.257878659526,2089.731250054749
9724.539184299249,0.0,1048.829829169017,5465.027994078005,6656.54299926346,1154.121105302375
39278.13170427701,0.0,6459.279619905209,3320.7883978167984,5535.384812277,2063.949376322737
14373.140880442603,0.0,-6029.998007627099,4754.145297457083,3892.5799669027538,1479.215912827322
6700.967109175512,0.0,4073.1472464176704,4144.255916892399,5554.754299654885,607.5775971444348
7249.488386640008,0.0,335.8415010905302,115.1338534013936,6982.836752030641,1508.7012926313198
25891.664096072953,0.0,38262.52639708438,15463.591885839334,4816.868971121568,2293.240734543458
3376.05222533932,0.0,356.46972046749187,68.0317166560685,5734.706894701302,1133.2807158649834
29625.53054299005,0.0,4540.771057054341,2737.033178803602,4692.35003819759,1642.5446424829393
21583.75869128098,0.0,14362.506275154687,5600.509584636772,5164.864427613347,1084.0931260662808
33928.11890869938,0.0,-37979.27404650816,18078.096357811442,3037.788498424865,1351.898056630292
5076.039779459163,0.0,5417.0979979098865,4327.373868940991,5599.6110674861875,190.22782115635533
33834.997797607815,0.0,-16981.576980350896,5165.537271620943,4034.5658415348094,1608.1542701251212
8330.932342261362,0.0,1866.9282674056751,4307.899526781302,6849.802671695748,752.3836439549427
51403.11710122467,0.0,3725.5607100930238,3330.718134667296,6501.318549183455,2324.5665108897133
50795.68690775239,0.0,-12122.853612396373,5612.64495479091,4755.411820063893,2147.7424094268426
26854.56787426367,0.0,19996.009575106495,2767.7301283992633,5797.03438610717,1183.849746179739
23321.927368001423,0.0,-10885.654928602993,4848.96909855898,3057.3070663340695,1779.3371343932859
6369.26649243899,0.0,3580.5597277058546,2033.8206081141543,5083.442331467647,244.14022433598606
386.88695113557844,0.0,4025.8861043171783,9900.461081073603,4332.362035399595,1395.0823797424666
399.58656039227833,0.0,4563.034377086853,4227.4117820042975,4319.643295249054,978.3266467406751
138659.67139542074,0.0,18471.740640068565,4873.89383746149,4407.8803408398535,978.5422272146277
34926.01845674159,0.0,-18220.810305334297,9608.216080733673,3516.8408652412218,1036.4534337844111
27417.25734740652,0.0,15900.897201226144,6569.686225518813,6331.329940868002,533.3012694114938
24638.772107184304,0.0,-22170.716790349867,9021.11985425655,2962.5806619588025,2157.2931964006975
922.1943537069546,0.0,6457.096444011755,215.53809501311767,5098.73534030807,227.41968039153042
45120.968428901804,0.0,11364.795793336187,17298.840497596288,4238.515349507521,1467.089338682737
32776.21262612015,0.0,2100.496679396445,1360.1667515572324,4486.0196334846505,977.92401589941
9701.362632661258,0.0,-4344.093275265488,1009.4418697038353,4080.429850736622,1129.5023286985795
10801.600936886553,0.0,14698.019443524792,1093.142419672847,5129.130895824008,900.757744088143
88921.60590414377,0.0,37651.130257492405,20900.38869334314,4252.2737178288135,1522.4805442219165
20762.774162000325,0.0,4643.427266834748,5433.071668613925,4605.813316818486,1017.4479749751712
19945.42749444199,0.0,2095.725128311374,447.8590780171522,6858.948823618638,1233.6417405712805
3.6968554272618017,0.0,440.4072812532414,91.85643977636035,4165.991327357577,2577.793141338314
58480.87060196091,0.0,-65529.00643717044,23705.869899236866,3186.403013047623,994.234899156477
9969.968020268108,0.0,-925.9034114789328,41.934242199080245,4062.6155095611516,417.36256470673004
2003.7878704904183,0.0,4303.203100661286,3622.7103771323377,5365.776215152396,945.4561041406172
3612.808595275328,0.0,3482.684095774205,42.8780737632948,4137.935020111794,1734.3799591572717
57742.9900346824,0.0,-10644.151446275075,1051.5085844003515,4186.43420630822,1007.2422060055276
112066.51945812668,0.0,5093.777951780465,1581.0469738304143,5278.466842357776,1043.9290957835237
46726.75874418115,0.0,11022.90944312587,1619.6522076970402,5642.539207233654,1713.2092692885815
36166.29178682489,0.0,5714.973576817551,2886.8967500697777,5413.270652763358,1946.9206130191953
69652.54951415822,0.0,-25785.569929135454,3309.8951356487432,3498.8578227878043,1820.8011901475459
171528.4082828241,0.0,15997.574897558012,967.2781312860936,5059.133470097677,660.255982406442
6194.318187498025,0.0,9334.070428604791,6824.797392466026,3991.419440991839,1624.3829071018565
73658.54261242086,0.0,42132.0798232061,11843.761204992054,4048.744295267359,977.19885161278
57804.547505040755,0.0,66691.43922017328,20277.17787315697,3968.897394908466,1019.7684790614023
64812.12887507959,0.0,-17733.08319199753,9064.043670388402,3936.2605134961814,977.6057560487094
29546.362516366535,0.0,8680.775253012307,2369.491561050498,5190.218073886576,964.4056184695048
7156.199811626499,0.0,20613.77542244787,5036.905260610476,3931.129853068471,1753.9086067480202
23808.660442097957,0.0,-2114.8216810257045,505.8854419445339,4710.005589004473,977.4894074921202
52718.319727865804,0.0,2937.147895355002,6077.072019361512,5510.9412890097965,1473.7361035652789
187572.651798604,0.0,-7655.878022212423,4721.679539794899,6357.302307223867,1988.9851670876496
26386.597168319116,0.0,7551.180944591266,2816.1417714048703,4650.964143442571,2539.1929237038175
14447.149441704176,0.0,33146.5941917076,11828.044544104636,3859.4200398927023,1472.2294871184224
