SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle,,Date,DEMS with imperfect forecast,DROEMS,DEMS with perfect forecast,,,,,,DEMS with imperfect forecast,
8922.54943,0,-13482.30735,1607.754518,2783.743511,-522.1952828,,6/13/2030,-5116.506624,857.4565571,304.763161,17.78846816,,,,,-5116.506624,-1326.960858
3227.936043,0,1276.998394,781.8497271,6827.608135,-520.3810658,,6/14/2030,3139.412809,2586.684937,3628.320691,0.134747704,,,,,3139.412809,2701.542664
4531.852033,0,2395.6631,1354.13388,6703.480101,879.8195383,,6/15/2030,5586.819112,3477.151961,6956.766557,0.196923015,,,,,5586.819112,3401.205613
43046.19911,0,-38792.99123,14076.65377,5191.255104,845.008916,,6/16/2030,3214.956861,25117.55476,27572.38899,0.883399409,,,,,3214.956861,25911.12279
8425.52284,0,-49827.87067,28152.72756,3586.526744,326.0009933,,6/17/2030,-42119.65318,3599.180739,3081.890072,14.66682529,,,,,-42119.65318,-525.5047017
111094.9966,0,-17477.99034,3499.997364,8272.778597,-229.5106781,,6/18/2030,91962.45051,98102.83282,101017.8504,0.089641582,,,,,91962.45051,94229.56746
23038.92062,0,14208.37418,1269.563125,9031.407453,1413.628236,,6/19/2030,35441.01331,35549.16913,42532.95311,0.166739887,,,,,35441.01331,35359.45821
4291.450061,0,-690.538915,89.16142627,8920.991055,1693.254606,,6/20/2030,1816.712935,2993.842173,2455.702115,0.260206307,,,,,1816.712935,3066.732466
1567.700663,0,-424.7602389,60.71393907,7484.781323,1669.176851,,6/21/2030,-354.0158407,-285.9896845,-703.1743673,-0.496546152,,,,,-354.0158407,-1024.282035
9244.956227,0,-9362.701477,3017.175005,2845.27345,1173.517493,,6/22/2030,-686.79994,3156.576986,3337.239316,1.205798828,,,,,-686.79994,3648.812862
14379.88609,0,1069.145732,154.1900455,10237.78642,-468.704521,,6/23/2030,13401.47454,12826.91287,16960.17133,0.209826701,,,,,13401.47454,12822.89042
29811.90585,0,-17407.77649,6552.478953,4739.519915,2172.016778,,6/24/2030,11456.22538,21300.04453,21199.34738,0.459595375,,,,,11456.22538,20486.28694
35115.59624,0,21084.936,4263.547898,8300.766821,217.2352713,,6/25/2030,54540.37887,55482.00554,59461.98969,0.082769024,,,,,54540.37887,54820.09257
37280.08282,0,55950.49005,24153.24764,6444.415666,1502.987789,,6/26/2030,91941.68974,89893.16434,95107.07701,0.033282353,,,,,91941.68974,90692.24219
77914.57366,0,-4085.749949,2152.182934,8799.61909,844.9007286,,6/27/2030,72068.89989,62060.86916,71973.87144,-0.001320319,,,,,72068.89989,67879.97819
10397.21219,0,2638.195415,3046.220458,7391.394975,1707.558287,,6/28/2030,11557.12861,8590.988738,14984.84517,0.228745544,,,,,11557.12861,9107.606654
3401.697403,0,-931.3548502,560.4502317,7779.474813,1208.993104,,6/29/2030,914.4475898,1004.19634,1287.413462,0.289701703,,,,,914.4475898,1138.006565
10582.64558,0,-983.5393901,400.3434837,5800.528581,1361.700677,,6/30/2030,8439.000472,8825.73346,8356.657971,-0.009853521,,,,,8439.000472,8666.362608
4985.780691,0,1815.860731,1059.344469,8578.555926,646.4965605,,7/1/2030,5085.930237,5508.032448,6442.004829,0.210505057,,,,,5085.930237,5742.40538
8306.507643,0,3472.518144,2573.048614,8105.458336,1677.241672,,7/2/2030,10157.93412,7550.359456,11729.0949,0.133954137,,,,,10157.93412,8220.726057
7246.148169,0,4166.515608,2343.446144,7677.135464,1516.56671,,7/3/2030,9877.236684,9787.469299,10424.11471,0.052462779,,,,,9877.236684,7146.243042
11346.91498,0,-6785.31774,13.93781828,4317.586125,1370.351575,,7/4/2030,3698.08002,3771.148761,6262.467627,0.409485168,,,,,3698.08002,5864.535673
4852.177497,0,-15464.06972,7896.437602,3569.438326,128.1405752,,7/5/2030,-11325.77989,403.0457474,256.3851886,45.17486032,,,,,-11325.77989,810.6891711
10720.33658,0,-26058.99806,13213.81652,2561.177501,-147.706056,,7/6/2030,-15850.89698,2192.252312,1822.740572,9.696189256,,,,,-15850.89698,-1922.732222
1098.961507,0,-297.7208435,6252.456718,7515.242631,-522.513096,,7/7/2030,-701.8078631,337.1344083,458.981017,2.529056403,,,,,-701.8078631,9.78903335
1184.582182,0,386.522614,0,8184.603953,1337.759773,,7/8/2030,-65.81599412,-191.0046009,2895.737716,1.022728576,,,,,-65.81599412,-362.7812436
1537.958756,0,716.8008327,6087.02208,6242.386852,1601.948638,,7/9/2030,1006.282219,1247.483033,1248.571504,0.194053192,,,,,1006.282219,1336.494445
34703.31792,0,17307.09102,9532.406141,7040.761421,879.8516653,,7/10/2030,50602.25666,42586.79616,57880.08237,0.125739726,,,,,50602.25666,44019.91671
62870.49107,0,9559.081868,3380.985681,9577.669995,1191.43361,,7/11/2030,70514.03894,63921.35849,75239.71422,0.062808257,,,,,70514.03894,66041.62388
26286.92271,0,-24083.92829,10749.138,6638.826151,2170.773534,,7/12/2030,875.2291966,14194.52413,17119.36651,0.948874907,,,,,875.2291966,14291.97524
30819.17353,0,9009.917002,1318.00988,8801.154068,1061.850759,,7/13/2030,38068.85972,39191.94769,41478.57125,0.08220417,,,,,38068.85972,39216.60532
3084.943791,0,2071.076202,1454.328899,6661.589583,1904.298824,,7/14/2030,3823.702076,4162.902205,3479.380722,-0.098960528,,,,,3823.702076,4117.715391
8352.70761,0,4647.784213,4154.246758,6966.269946,1092.552887,,7/15/2030,11607.23783,6855.471372,18583.36476,0.37539633,,,,,11607.23783,8556.055264
4179.557811,0,5078.553258,16136.83719,6260.575465,1220.470601,,7/16/2030,8005.995976,8061.70434,7556.271506,-0.059516717,,,,,8005.995976,8084.507662
13919.8812,0,-83287.20782,53751.43963,4483.703689,955.8763306,,7/17/2030,-70264.06736,6806.472488,7020.854502,11.0079082,,,,,-70264.06736,-7468.456911
34951.9223,0,5275.358921,6288.654765,7435.863865,269.7182615,,7/18/2030,38740.10845,19528.54639,51875.17281,0.253205217,,,,,38740.10845,24899.17637
21083.39128,0,-58952.13654,31310.75414,4345.180202,1431.666093,,7/19/2030,-38737.78129,5300.230209,7982.587305,5.852785171,,,,,-38737.78129,-7764.496409
840.4381969,0,1292.965093,1012.758431,7437.732313,226.9933235,,7/20/2030,645.8568277,576.8236628,1369.709401,0.52847164,,,,,645.8568277,638.1000314
14521.08944,0,-9180.288108,3504.619571,5189.826656,1451.805635,,7/21/2030,4302.836,9436.777377,8955.646086,0.519539299,,,,,4302.836,9266.685269
8015.191573,0,-589.2060584,49.74455436,6833.539105,572.9693681,,7/22/2030,6059.277693,6237.540433,6201.229928,0.022890981,,,,,6059.277693,6301.467786
7907.884731,0,1331.631588,2829.309882,8519.872594,1232.492561,,7/23/2030,7535.5418,7307.550502,8037.304353,0.062429209,,,,,7535.5418,7873.676123
27313.65466,0,-54134.6189,36738.38516,4019.752894,1916.718048,,7/24/2030,-27624.91481,11208.95694,17074.09457,2.617943177,,,,,-27624.91481,-176.4827217
3187.675633,0,2631.803515,1025.293791,7399.646714,128.2071452,,7/25/2030,4339.549806,4385.797361,4708.16084,0.078291937,,,,,4339.549806,4442.64734
3203.058242,0,-512.778628,0,5840.507222,1490.307586,,7/26/2030,1522.178169,-254.8517365,3012.327473,0.494683701,,,,,1522.178169,-3.366878053
2885.426015,0,-171.457337,31.68928404,7309.282617,873.3024984,,7/27/2030,1252.112155,2010.997724,1943.159012,0.355630627,,,,,1252.112155,2099.902883
3225.5931,0,-1360.914551,209.8182303,6114.609813,1476.316132,,7/28/2030,641.756587,1227.5545,1062.789784,0.396158491,,,,,641.756587,1355.939151
4748.146577,0,171.4844213,10.50464641,7458.685794,1002.65058,,7/29/2030,3427.893839,4124.275084,4188.755176,0.181643783,,,,,3427.893839,4282.344766
495.8634716,0,106.1767,0,7009.15643,1560.31265,,7/30/2030,-799.7911145,186.5345744,2337.693777,1.342128264,,,,,-799.7911145,-993.2052109
4417.531635,0,22077.59044,5330.967991,5845.341167,1389.045524,,7/31/2030,25326.05385,25467.28434,28620.31935,0.115102332,,,,,25326.05385,28292.51352
48337.29223,0,17666.3698,2100.826091,6519.02665,921.5605964,,8/1/2030,64699.85669,62440.55178,62937.72646,-0.027997996,,,,,64699.85669,62457.55061
17508.33306,0,-17524.52627,2059.750305,3203.045445,1208.021945,,8/2/2030,-656.8022992,8685.651459,8570.646069,1.076633931,,,,,-656.8022992,8363.329244
1747.54622,0,6239.206442,11268.86416,7064.144771,-155.6525288,,8/3/2030,6573.923707,7177.260653,7023.841789,0.064055839,,,,,6573.923707,7195.27199
867.9475636,0,4634.312498,2236.738995,6214.523618,1449.849776,,8/4/2030,4259.355338,4217.240404,6334.241654,0.327566649,,,,,4259.355338,4127.430894
7571.637529,0,-15812.41355,4558.213283,3722.922679,1107.475279,,8/5/2030,-8985.36056,3200.062875,2990.410449,4.004724841,,,,,-8985.36056,3357.978984
1905.961333,0,-298.1574001,0,3976.696367,74.49818115,,8/6/2030,812.4646596,331.8775277,3993.064229,0.796531032,,,,,812.4646596,248.0499477
16888.69156,0,-4870.017284,554.5439838,3984.384166,184.2387321,,8/7/2030,11221.79744,5323.180602,15359.06954,0.26936997,,,,,11221.79744,9439.323369
8403.883599,0,12673.15919,63626.66511,6960.466261,191.3675435,,8/8/2030,19684.94954,20315.86339,19528.96502,-0.007987342,,,,,19684.94954,20339.7535
8848.776221,0,9917.979056,76393.76907,5602.495798,1449.397036,,8/9/2030,17646.25612,17676.86163,17273.32779,-0.021589837,,,,,17646.25612,17692.4012
8760.726974,0,-4780.513896,2122.384426,7287.893561,886.5975302,,8/10/2030,2522.634365,7473.183885,7642.955132,0.669939922,,,,,2522.634365,7474.937959
7615.764313,0,-75.28126796,8132.861628,8081.878477,1610.393191,,8/11/2030,5924.107349,5300.269082,7851.3988,0.245471094,,,,,5924.107349,5326.576481
1264.721909,0,-7623.270402,259.5935073,2363.963921,1962.785447,,8/12/2030,-6831.341278,-563.260378,-441.7184489,14.46537459,,,,,-6831.341278,-976.3015486
638.9374271,0,0,0,3363.577906,-470.0195383,,8/13/2030,-33.77815416,-561.4941782,410.3215533,1.082321179,,,,,-33.77815416,-512.1895052
10387.34725,0,-7393.317914,1281.153785,3276.968044,-40.38225596,,8/14/2030,2338.635732,2665.878081,6831.101898,0.657648829,,,,,2338.635732,3378.491678
1783.060798,0,9902.122942,2972.025094,7316.404339,-74.67432779,,8/15/2030,10221.90287,12262.80863,14005.24505,0.270137521,,,,,10221.90287,9938.265532
7455.985378,0,-30534.239,8721.029928,3469.67971,1667.900752,,8/16/2030,-23772.18956,2533.977072,2496.937266,10.52053938,,,,,-23772.18956,2799.537724
3198.008057,0,-22508.6997,10520.01048,3046.717861,17.5387926,,8/17/2030,-19920.03522,1087.794544,916.5561389,22.73356805,,,,,-19920.03522,1243.231537
4754.226525,0,-1946.84215,7.343085998,3892.794395,-162.4702617,,8/18/2030,2028.825496,2489.596521,4641.693018,0.562912608,,,,,2028.825496,2504.546164
34985.17091,0,11904.21378,1510.206575,7050.734647,206.9931136,,8/19/2030,45479.23776,47476.78165,49763.66414,0.086095477,,,,,45479.23776,47559.93787
6708.064742,0,-13288.55162,3266.862119,3687.150146,1585.815484,,8/20/2030,-7317.916912,2740.863501,4153.43703,2.761894272,,,,,-7317.916912,1336.914551
28713.48195,0,-44466.31762,22700.74493,2183.03094,128.3365745,,8/21/2030,-16189.44185,6709.546399,9174.439739,2.764624578,,,,,-16189.44185,2190.795987
7156.564283,0,-7351.309783,777.4481528,2401.65986,-526.1717651,,8/22/2030,-675.0774725,4054.899523,5197.02633,1.129896874,,,,,-675.0774725,2047.10268
66830.96602,0,-12525.01363,2255.506914,5181.443209,-429.1653013,,8/23/2030,53269.66374,53977.26425,58679.28874,0.092189683,,,,,53269.66374,56814.55308
30878.2149,0,-6842.590817,1788.39811,5605.335784,792.6166959,,8/24/2030,22914.55693,26014.56705,27814.88699,0.176176522,,,,,22914.55693,26022.25271
6343.356787,0,-7979.733429,1288.049248,2226.102386,986.617512,,8/25/2030,-2081.597118,2329.476296,2631.179011,1.791127137,,,,,-2081.597118,15.19300177
15357.08806,0,775.7031916,1735.971004,6263.455421,-498.2240101,,8/26/2030,14880.10017,12227.42811,16400.67911,0.092714389,,,,,14880.10017,11781.12287
37825.8682,0,9864.563455,2538.696802,6054.895433,1289.966977,,8/27/2030,46479.45257,50064.44029,50935.01402,0.087475414,,,,,46479.45257,50084.61434
9018.225217,0,-3016.492504,714.0534074,5498.190489,1207.802812,,8/28/2030,4902.094615,6673.961177,6998.703862,0.299571076,,,,,4902.094615,6891.135426
18281.75601,0,9525.179695,4586.593789,7394.805313,969.2892767,,8/29/2030,26327.97464,28520.60716,29478.14832,0.106864707,,,,,26327.97464,26747.78376
17526.15091,0,18220.70481,3415.346986,5435.935558,1827.303907,,8/30/2030,34659.66861,35177.99912,37685.33258,0.080287575,,,,,34659.66861,37104.64941
42431.06526,0,-51235.91914,19128.3656,3808.93453,960.7375961,,8/31/2030,-9566.640786,12172.99291,12412.30116,1.770738694,,,,,-9566.640786,7038.278515
3645.566025,0,-7739.781181,3714.727875,2472.551508,235.0115964,,9/1/2030,-4588.725458,34.50084278,361.6240902,13.68921397,,,,,-4588.725458,-344.5994098
9118.544384,0,15927.86921,6362.607037,6489.566361,-364.6380953,,9/2/2030,23748.50032,23961.55594,27179.36175,0.12623039,,,,,23748.50032,23812.28244
13798.11245,0,10342.38366,4974.440391,6040.559805,1455.944292,,9/3/2030,22932.38416,22027.8738,24573.81608,0.066795972,,,,,22932.38416,22067.52577
29622.83252,0,-2859.6731,131.8841964,7454.598734,1263.403834,,9/4/2030,25272.23968,22467.73725,25081.62272,-0.007599865,,,,,25272.23968,22066.45145
68486.31066,0,7029.58962,1940.459895,6510.126266,1919.865987,,9/5/2030,74213.87503,71912.5185,74848.77121,0.008482386,,,,,74213.87503,71864.71205
23857.51184,0,7221.527175,6673.159874,7112.823501,1502.000135,,9/6/2030,29656.47431,28713.78984,30770.60165,0.036207525,,,,,29656.47431,28747.75159
59578.94449,0,-42300.33807,19271.60433,2744.14659,1791.956816,,9/7/2030,16729.7771,36642.18571,39683.49906,0.578419809,,,,,16729.7771,37283.9267
35098.45074,0,2286.603597,12156.10825,6271.657433,-213.9310702,,9/8/2030,36130.72285,37914.99395,41554.6523,0.130525203,,,,,36130.72285,38119.96872
8238.439591,0,3252.368129,20689.92769,7030.680882,1422.057444,,9/9/2030,10084.67154,10852.53313,10319.39037,0.022745416,,,,,10084.67154,10860.62453
45866.17777,0,-32214.53532,8924.868902,4842.926192,1786.908495,,9/10/2030,12683.05722,24081.51558,27044.84446,0.531036045,,,,,12683.05722,22234.42835
95420.26496,0,-65974.65126,37897.76529,2049.0718,778.6727989,,9/11/2030,29035.79934,36908.92467,41676.52848,0.303305712,,,,,29035.79934,33077.78078
58585.81789,0,-80385.60414,35357.06642,2048.891836,-522.4088898,,9/12/2030,-22209.56461,20340.90412,23425.11477,1.948109106,,,,,-22209.56461,7389.93058
527.137101,0,5877.929411,5884.658051,6259.140447,-521.2550309,,9/13/2030,5153.238423,5284.93406,6868.477707,0.249726265,,,,,5153.238423,5263.159877
58951.56524,0,-14932.21729,729.2765009,3922.156006,1457.065125,,9/14/2030,43234.91675,41707.65454,43324.36438,0.002064603,,,,,43234.91675,41871.03241
69184.31401,0,-39274.91479,21139.63199,2136.954746,366.2888261,,9/15/2030,29482.00827,48621.77012,55149.80842,0.46541957,,,,,29482.00827,40335.48683
49166.33194,0,-1953.577948,162.6035433,9521.228544,-472.2459227,,9/16/2030,45308.50829,42258.79482,50179.49125,0.097071191,,,,,45308.50829,43489.89889
12377.83616,0,252.5296667,793.122135,7557.420393,3027.565269,,9/17/2030,11118.88175,10847.36001,12252.65402,0.092532791,,,,,11118.88175,11256.1317
12503.52877,0,-14820.73235,5603.028986,4823.461335,2117.285117,,9/18/2030,-3281.895849,9924.658954,10524.58212,1.311831464,,,,,-3281.895849,9666.573157
54322.94377,0,-9439.917268,5165.860999,6739.067071,824.9287105,,9/19/2030,43535.21309,40649.92987,48900.92772,0.109726234,,,,,43535.21309,43168.79532
16388.29183,0,-8927.03718,8303.868184,2359.292131,1752.339902,,9/20/2030,6989.396227,8743.352961,9051.473706,0.227816767,,,,,6989.396227,8667.031623
11578.06183,0,-1080.150508,2243.605638,5050.878155,-345.2449267,,9/21/2030,9487.73569,10571.34862,15678.96952,0.394875047,,,,,9487.73569,9326.596056
10576.4416,0,-8307.101151,2813.498013,3782.36575,955.4003934,,9/22/2030,1512.867294,6277.295287,6458.452271,0.765753894,,,,,1512.867294,6244.228373
39942.56713,0,26266.86517,8177.556895,6062.634993,348.8764174,,9/23/2030,64996.9053,61987.64823,70378.23115,0.076462931,,,,,64996.9053,61587.82337
6035.808173,0,-6142.611778,1097.116391,3924.917043,1460.901664,,9/24/2030,-891.7870141,2977.371681,3333.579482,1.26751635,,,,,-891.7870141,2993.837926
33879.93749,0,-2.289319586,0,6161.704333,429.9751109,,9/25/2030,32645.30731,32919.73057,33713.07913,0.031672332,,,,,32645.30731,33112.9401
34495.61944,0,1760.811615,386.2817435,8150.190929,1528.386566,,9/26/2030,34626.39287,34854.03079,36170.45371,0.042688457,,,,,34626.39287,34908.3299
38778.52725,0,-51267.73477,25573.14496,2592.1338,2517.805038,,9/27/2030,-13007.63428,10076.73031,16406.18878,1.792849238,,,,,-13007.63428,3433.265274
8636.760294,0,2041.212148,1030.884744,7292.616164,-204.2471316,,9/28/2030,9219.449209,9449.459371,9380.316,0.0171494,,,,,9219.449209,9436.477381
41204.76982,0,-31478.24503,10423.72032,3259.1077,2121.164787,,9/29/2030,9074.70325,23487.95462,26110.74834,0.652453345,,,,,9074.70325,21332.75982
10441.57132,0,-1079.131218,2791.299773,7306.794107,134.7799804,,9/30/2030,7901.08128,8532.236849,9137.984266,0.135358406,,,,,7901.08128,8608.498662
61843.07846,0,-11569.06612,3366.091132,6076.504345,2153.091743,,10/1/2030,49058.71148,51753.39031,54433.32362,0.098737534,,,,,49058.71148,52148.58411
58047.18657,0,-23077.82496,9693.6354,5167.02094,1554.575303,,10/2/2030,33935.95742,37271.92851,46859.03969,0.275786323,,,,,33935.95742,40265.36303
41934.78408,0,6018.73906,880.2857909,7175.362161,1109.8731,,10/3/2030,46518.45071,46029.64847,49297.72671,0.056377366,,,,,46518.45071,45536.7309
26338.76398,0,-19630.85948,9224.30722,2117.179828,2131.22661,,10/4/2030,6284.468531,16883.33813,16703.76586,0.623769359,,,,,6284.468531,15463.82783
11442.21433,0,-1756.034552,313.2258327,4169.071566,-411.3752757,,10/5/2030,8852.365464,8985.979547,12096.59307,0.268193498,,,,,8852.365464,8314.796383
2561.34676,0,2099.490522,2442.271809,5869.522052,628.9024035,,10/6/2030,3486.932871,3551.982683,3998.474872,0.127934279,,,,,3486.932871,3497.726168
2001.85741,0,3111.178148,2726.995842,5497.219934,1499.023691,,10/7/2030,4013.591571,3829.998708,5365.693299,0.251990126,,,,,4013.591571,3994.612001
163385.4595,0,4801.985952,899.5444542,6078.352392,1320.557312,,10/8/2030,166971.775,126270.2941,169181.6261,0.013062004,,,,,166971.775,145532.4512
39069.16735,0,-27915.24857,15551.02155,2630.399568,1628.544293,,10/9/2030,10627.83886,20020.33881,23606.64018,0.549794516,,,,,10627.83886,18795.42676
39238.53694,0,4371.563641,1605.89769,5714.538231,-131.0279495,,10/10/2030,42467.19293,41583.21799,46835.87161,0.09327634,,,,,42467.19293,41415.64229
31261.62041,0,-40730.17092,19308.547,2561.018801,1459.076963,,10/11/2030,-9980.754268,16155.96869,17330.94584,1.57589207,,,,,-9980.754268,8415.373942
9176.862641,0,47.74767412,20.16479103,6472.169389,-159.3305856,,10/12/2030,7930.176437,8269.962642,9704.483448,0.182833741,,,,,7930.176437,7836.635736
56350.73208,0,6259.94098,8556.516143,5383.773545,1868.031192,,10/13/2030,61533.91835,40380.11078,75982.90195,0.190160987,,,,,61533.91835,49081.28071
48633.09198,0,-5649.438615,1009.187218,5355.815569,1316.020581,,10/14/2030,41912.49025,26890.08377,39892.97097,-0.050623436,,,,,41912.49025,31042.44231
16250.56166,0,-15632.7807,5351.673341,1857.435087,1311.520039,,10/15/2030,246.2939446,1830.542519,7091.14452,0.965267392,,,,,246.2939446,4093.40899
24506.82692,0,4273.27998,404.9367564,6582.11681,-509.6988834,,10/16/2030,27463.68354,26989.26363,28098.35985,0.022587664,,,,,27463.68354,26244.69874
106277.9464,0,21403.77764,9862.721288,6104.813736,1968.8131,,10/17/2030,126460.7613,123530.3739,129677.337,0.024804455,,,,,126460.7613,124772.0364
26854.50633,0,789.1131704,276.3947105,7291.240857,1732.38721,,10/18/2030,26185.37133,21104.32837,27070.2034,0.032686569,,,,,26185.37133,23240.00952
27092.04756,0,-12444.5806,3589.758474,3351.785671,2374.114439,,10/19/2030,13977.10983,22553.79103,23347.34665,0.401340545,,,,,13977.10983,22151.15119
2300.778197,0,-3714.804713,46.93737844,2089.162463,297.985555,,10/20/2030,-1831.859008,1308.512281,535.6719585,4.419740344,,,,,-1831.859008,-398.1146925
69810.83325,0,-90221.40036,34367.11923,1873.973291,-369.8355646,,10/21/2030,-20785.36177,13867.74536,23054.18984,1.90158717,,,,,-20785.36177,2079.855597
23620.9674,0,-17203.86616,1742.003389,2274.453397,-482.873119,,10/22/2030,5962.210564,6426.288323,9213.803068,0.352904493,,,,,5962.210564,5902.080558
4978.665077,0,1878.02924,935.4578593,6476.631758,-268.0243598,,10/23/2030,5561.367965,5804.50813,6270.7825,0.113130145,,,,,5561.367965,5815.876314
13513.4742,0,-7317.129953,324.9615996,3072.114927,1981.89516,,10/24/2030,5581.921259,8575.957752,8815.536703,0.366808687,,,,,5581.921259,6236.772911
74208.3278,0,-35803.48484,5083.985161,2223.500728,167.3156923,,10/25/2030,37960.14281,42608.89524,45960.0027,0.174061345,,,,,37960.14281,46010.92916
128210.0229,0,-11632.4928,1389.719066,5104.199745,-285.6422953,,10/26/2030,115556.6902,116108.5841,118206.2474,0.022414697,,,,,115556.6902,115775.4453
60256.68074,0,-9292.018107,1842.948737,4069.138124,1268.9083,,10/27/2030,50150.83501,58378.57807,60306.90662,0.168406443,,,,,50150.83501,57541.04083
56867.20332,0,-13140.31075,1661.261652,5853.907566,718.2861778,,10/28/2030,42556.11105,40820.75666,44611.83144,0.046080161,,,,,42556.11105,41208.08846
92597.59512,0,-60978.53503,8146.778098,1783.099615,1693.332696,,10/29/2030,31262.44016,45743.71836,44791.78797,0.302049738,,,,,31262.44016,46501.09352
195395.3653,0,-6495.858631,177.752416,2478.177675,-511.0468438,,10/30/2030,188403.8712,188994.478,190515.6608,0.011084599,,,,,188403.8712,186748.2469
13273.04462,0,3153.13318,560.7845761,6601.458448,-131.270093,,10/31/2030,15105.88611,14886.8832,17280.32055,0.125832992,,,,,15105.88611,14691.47216
90877.02696,0,24584.76017,5141.438956,6154.454017,2124.419996,,11/1/2030,114230.8963,109832.6749,119111.577,0.040975703,,,,,114230.8963,113340.3922
76560.86233,0,49134.9446,14251.61076,4536.60212,1895.099043,,11/2/2030,124788.4865,121084.8716,127253.2003,0.01936858,,,,,124788.4865,122840.2133
74804.86621,0,-34563.83668,13956.39632,4691.982817,1016.97889,,11/3/2030,39302.63296,56238.89751,56012.86034,0.298328407,,,,,39302.63296,52143.62297
42059.31093,0,-3075.534239,1067.08477,6085.104094,1110.743783,,11/4/2030,37766.75588,37289.94979,40200.00494,0.060528576,,,,,37766.75588,37214.41069
17751.22131,0,9201.633457,1319.965279,5663.458669,1892.584705,,11/5/2030,25820.16304,27966.526,30139.38791,0.143308314,,,,,25820.16304,26879.56011
32037.43442,0,-17504.92801,5353.152642,3385.515293,1671.667193,,11/6/2030,13855.40335,17739.85241,21685.44356,0.361073556,,,,,13855.40335,19426.09258
65830.60839,0,-1947.880478,4387.92253,5743.977161,409.8308016,,11/7/2030,62733.93248,36052.63861,68871.98648,0.089122651,,,,,62733.93248,47296.43615
212819.8956,0,-31417.87453,15698.17528,2415.457716,1736.706973,,11/8/2030,180918.9295,132321.4621,181161.1066,0.001336805,,,,,180918.9295,167454.1251
35123.88072,0,-1460.62199,247.9026735,6013.20181,-123.6110565,,11/9/2030,32460.61837,33445.41572,34531.14582,0.059961157,,,,,32460.61837,33479.39717
28707.03094,0,21653.80541,6598.616143,5163.905885,1906.985627,,11/10/2030,49328.05517,43425.23821,63512.93779,0.223338474,,,,,49328.05517,43419.87169
3115.547941,0,7450.214829,50150.41753,4082.091327,1439.939282,,11/11/2030,9749.344504,9779.13392,10888.51536,0.104621321,,,,,9749.344504,9781.621323
87329.91514,0,13147.9582,9068.366715,4880.36279,835.6420177,,11/12/2030,99501.80079,64899.96525,116016.8302,0.14235029,,,,,99501.80079,71686.07666
64553.29987,0,-13627.10217,5858.913968,4729.518363,1297.222115,,11/13/2030,49980.29403,13192.47424,51704.47146,0.033346776,,,,,49980.29403,24454.80828
81888.62685,0,-7403.377277,3664.398327,3830.034007,1220.454564,,11/14/2030,73719.24277,38012.4441,79327.614,0.070698852,,,,,73719.24277,58001.5082
73579.87811,0,-95835.19223,54571.92642,3160.080783,713.4003249,,11/15/2030,-22887.33028,34477.05972,39831.82491,1.574599088,,,,,-22887.33028,4424.306508
8840.997274,0,4035.328868,4779.809687,5327.959128,334.1362219,,11/16/2030,11810.73432,4944.42136,24083.97886,0.509602031,,,,,11810.73432,5389.096093
42578.23864,0,-22905.30189,2920.770633,3485.955479,1587.991212,,11/17/2030,18975.74565,24265.01116,24639.16375,0.229854315,,,,,18975.74565,24272.54932
20517.56066,0,27213.43724,5789.709284,5497.978666,533.4697383,,11/18/2030,46631.40217,46562.07561,49112.11615,0.050511242,,,,,46631.40217,46544.55948
32634.07915,0,2897.235915,127.5519635,7160.919358,1705.832166,,11/19/2030,34099.13119,34778.47284,35622.49794,0.042764175,,,,,34099.13119,34806.83768
126700.7801,0,-58551.7212,14075.79858,2667.205506,2688.117747,,11/20/2030,67615.61778,89149.95576,90791.15058,0.255262023,,,,,67615.61778,90308.20358
106274.4039,0,15358.04188,1882.83185,5791.440218,77.74021393,,11/21/2030,120474.1577,123718.6557,124418.5468,0.031702581,,,,,120474.1577,121506.936
101754.0205,0,11486.02338,1357.908864,5772.907747,1912.85635,,11/22/2030,112085.4623,112892.9157,113492.3897,0.012396667,,,,,112085.4623,112895.4732
52573.89345,0,41352.23263,10721.07209,3926.656711,1915.91767,,11/23/2030,93140.79473,93117.56959,94378.20781,0.013111216,,,,,93140.79473,93153.97417
96795.28668,0,2348.540128,1474.498259,7245.415637,837.7625981,,11/24/2030,97694.74368,96977.45287,97730.07174,0.000361486,,,,,97694.74368,97000.39542
4902.831112,0,-4423.548519,930.8136211,4869.486034,2813.979606,,11/25/2030,-494.614614,3088.730617,3487.700806,1.141816813,,,,,-494.614614,3187.779245
30495.65777,0,-8063.076215,3903.14562,2202.153839,1418.313428,,11/26/2030,21992.15079,27295.90405,27827.14996,0.209687272,,,,,21992.15079,27247.52059
40757.62226,0,10862.78169,3613.691314,4828.993396,-166.099079,,11/27/2030,50654.60527,53465.97815,53440.55356,0.052131726,,,,,50654.60527,51118.11221
1565.719277,0,-1354.643718,229.7539523,2685.132709,1408.745415,,11/28/2030,-325.9509832,-658.0444909,-180.7394249,0.803430454,,,,,-325.9509832,-672.8404252
53544.89646,0,-34223.40569,3990.835858,1957.215723,130.4885973,,11/29/2030,18930.04762,25316.69174,28526.37452,0.336401911,,,,,18930.04762,27022.23328
159574.5496,0,-99458.41363,26549.16845,1686.300489,-304.2127655,,11/30/2030,59778.87584,94973.41957,93401.24539,0.359977743,,,,,59778.87584,80566.12296
