SM,RT,Ref,dis_RT,cha_RT
96.14999996,81.89999996,96.14999996,20.0,0
96.14999996,79.84000004,96.14999996,20.0,0
96.14999996,72.84400004000003,96.14999996,20.000000000000032,0
96.14999996,62.76046786233373,96.14999996,11.728467822333737,0
68.74799999999999,42.936,68.74799999999999,0.0,-3.318526009543632e-15
68.74799999999999,37.383999960000004,68.74799999999999,0.0,-3.318526009543632e-15
68.74799999999999,42.38000004,68.74799999999999,0.0,-3.318526009543632e-15
68.74799999999999,47.160000000000004,68.74799999999999,0.0,-3.318526009543632e-15
59.87199996,52.992,59.87199996,0.0,-3.318526009543632e-15
59.87199996,51.14000004,59.87199996,0.0,-3.318526009543632e-15
59.87199996,48.58400004,59.87199996,0.0,-3.318526009543632e-15
59.87199996,49.10799996,59.87199996,0.0,-3.318526009543632e-15
59.05599996,49.400000039999995,59.05599996,0.0,-3.318526009543632e-15
59.05599996,49.932,59.05599996,0.0,-3.318526009543632e-15
59.05599996,53.80400004,59.05599996,0.0,-3.318526009543632e-15
59.05599996,59.05599996,59.05599996,0.0,5.212000080000003
63.740000040000005,63.74000004,63.740000040000005,0.0,9.444000000000017
63.740000040000005,63.74000004,63.740000040000005,0.0,11.379999960000006
63.740000040000005,63.74000004,63.740000040000005,0.0,12.167999999999992
63.740000040000005,66.73200004,63.740000040000005,0.0,20.0
51.74599995999999,58.79599996,51.74599995999999,0.0,20.0
51.74599995999999,55.37200000000001,51.74599995999999,0.0,20.0
51.74599995999999,52.08000004,51.74599995999999,0.0,20.0
51.74599995999999,51.745999959999985,51.74599995999999,0.0,17.738000000000014
54.55900629751821,54.5590062975182,54.55900629751821,0.0,12.376993702481784
54.55900629751821,54.5590062975182,54.55900629751821,0.0,8.196993742481794
54.55900629751821,54.5590062975182,54.55900629751821,0.0,2.2929937424817908
54.55900629751821,54.5590062975182,54.55900629751821,6.739006297518209,0
45.50199996,45.50199996,45.50199996,1.369999919999998,0
45.50199996,45.50199996,45.50199996,0.0,0.6820000800000017
45.50199996,45.50199996,45.50199996,0.0,1.0940000399999974
45.50199996,45.50199996,45.50199996,0.0,5.777999999999999
46.29800004,46.29800004,46.29800004,0.0,12.222000000000001
46.29800004,46.29800004,46.29800004,0.0,13.285999920000009
46.29800004,59.144485876623726,46.29800004,0.0,9.539514163376278
46.29800004,70.57599996,46.29800004,-3.3514857555871913e-15,0
67.28000004,67.28000004,67.28000004,4.444000080000002,0
67.28000004,67.28000004,67.28000004,3.124000080000002,0
67.28000004,67.28000004,67.28000004,0.0,0.8759999999999906
67.28000004,67.28000004,67.28000004,0.0,4.367999999999995
75.90246698065062,75.90246698065062,75.90246698065062,11.714466980650613,0
75.90246698065062,75.90246698065062,75.90246698065062,15.89446694065061,0
75.90246698065062,75.90246698065062,75.90246698065062,9.942466940650618,0
75.90246698065062,75.90246698065062,75.90246698065062,11.166466940650594,0
95.14700004000001,87.37199996000004,95.14700004000001,20.00000000000005,0
95.14700004000001,95.14700004000001,95.14700004000001,15.307000080000009,0
95.14700004000001,95.14700004000001,95.14700004000001,8.991000000000014,0
95.14700004000001,95.14700004000001,95.14700004000001,0.0,0.6689999999999969
108.90999996000001,108.90999996000001,108.90999996000001,16.441999920000015,0
108.90999996000001,106.17200000000003,108.90999996000001,20.000000000000025,0
108.90999996000001,100.42799996000002,108.90999996000001,20.000000000000025,0
108.90999996000001,86.42000000000004,108.90999996000001,20.000000000000036,0
119.56384873956505,86.91200000000003,119.56384873956505,20.00000000000005,0
119.56384873956505,75.76757945261771,119.56384873956505,0.10357949261770176,0
119.56384873956505,90.71600004000004,119.56384873956505,0.0,-2.842170943040401e-14
119.56384873956505,86.37999996000002,119.56384873956505,0.0,-2.842170943040401e-14
117.53199996000001,83.604,117.53199996000001,0.0,-3.318526009543632e-15
117.53199996000001,72.744,117.53199996000001,0.0,-3.318526009543632e-15
117.53199996000001,56.53599996,117.53199996000001,0.0,-3.318526009543632e-15
117.53199996000001,49.79199996,117.53199996000001,0.0,-3.318526009543632e-15
120.0,83.18000004,120.0,0.0,-3.318526009543632e-15
120.0,89.88399996000001,120.0,0.0,-1.4210854715202004e-14
120.0,93.55200000000002,120.0,0.0,-2.842170943040401e-14
120.0,98.95599996000003,120.0,0.0,-2.842170943040401e-14
120.0,100.77600000000002,120.0,0.0,-2.842170943040401e-14
120.0,104.34800004000002,120.0,0.0,-2.842170943040401e-14
120.0,103.66800000000003,120.0,0.0,-2.842170943040401e-14
120.0,103.59999996000003,120.0,0.0,-2.842170943040401e-14
120.0,109.34799996000004,120.0,0.0,-4.263256414560601e-14
120.0,106.83200004000003,120.0,0.0,-2.842170943040401e-14
120.0,109.09200000000004,120.0,0.0,-4.263256414560601e-14
120.0,113.04399996000004,120.0,0.0,-2.842170943040401e-14
120.0,107.61200004000003,120.0,0.0,-2.842170943040401e-14
120.0,107.85200004000002,120.0,0.0,-2.842170943040401e-14
120.0,107.54400000000003,120.0,0.0,-2.842170943040401e-14
120.0,109.97199996000003,120.0,0.0,-4.263256414560601e-14
120.0,108.81600000000003,120.0,0.0,-2.842170943040401e-14
120.0,103.52799996000003,120.0,0.0,-2.842170943040401e-14
120.0,99.60800004000002,120.0,0.0,-2.842170943040401e-14
120.0,89.79200004000003,120.0,0.0,-2.842170943040401e-14
120.0,83.96000004,120.0,0.0,-3.318526009543632e-15
120.0,91.67600004000002,120.0,0.0,-1.4210854715202004e-14
120.0,88.35999996000004,120.0,0.0,-2.842170943040401e-14
120.0,82.01600004000001,120.0,0.0,-3.318526009543632e-15
