energy_imbalance
-3.5625
-4.077499979999999
-5.826499979999994
-8.347383024416567
-6.452999999999998
-7.841000009999997
-6.591999989999998
-5.396999999999997
-1.7199999899999998
-2.18299998
-2.8219999799999993
-2.690999999999999
-2.4139999800000016
-2.2809999899999998
-1.3129999800000007
0.0
-1.7763568394002505e-15
-1.7763568394002505e-15
-1.7763568394002505e-15
0.7479999999999993
1.7625000000000028
0.9065000100000038
0.08350002000000245
-1.7763568394002505e-15
-1.7763568394002505e-15
-1.7763568394002505e-15
-1.7763568394002505e-15
-1.7763568394002505e-15
0.0
0.0
0.0
0.0
0.0
0.0
3.211621459155932
6.069499980000002
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.9437500199999924
0.0
0.0
0.0
0.0
-0.6844999899999955
-2.1204999999999963
-5.622499989999991
-8.162962184891253
-10.949067321736834
-7.2119621748912515
-8.295962194891256
-8.481999990000002
-11.196999990000002
-15.249000000000002
-16.935000000000002
-9.204999990000001
-7.529000009999997
-6.611999999999995
-5.261000009999993
-4.805999999999994
-3.912999989999996
-4.082999999999991
-4.100000009999992
-2.6630000099999904
-3.2919999899999937
-2.7269999999999897
-1.739000009999991
-3.0969999899999934
-3.0369999899999947
-3.1139999999999937
-2.5070000099999916
-2.7959999999999923
-4.118000009999992
-5.097999989999995
-7.551999989999992
-9.00999999
-7.080999989999995
-7.91000000999999
-9.495999989999998
-9.800000010000002
-11.301999989999999
-12.492
-12.74900001
-15.879
-12.83199999
-11.082999990000001
-11.975999999999999
0.0
0.0
0.0
0.0
7.044749979999999
6.212749990000001
5.275749999999999
3.239749989999998
8.16175002
7.64675001
6.02975001
5.58575001
2.2854361566486654
5.289999989999997
6.953999999999998
7.9899999899999985
11.854000009999998
9.886000009999998
10.163
9.730999999999998
5.173000019999998
3.578999999999999
4.8920000099999985
4.750000019999998
2.477049600241127
1.703049600241128
2.830049610241126
4.830049620241125
3.7602500099999983
2.892249989999998
2.914250009999998
3.3582500099999972
