slope
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
5.595048573176472e-06
6.2328817898532036e-06
5.5571566526633e-06
5.657400159836107e-06
6.73251189222155e-06
7.271439443893981e-06
6.728400531088289e-06
5.55452550760867e-06
6.345314030358416e-06
7.003934621043352e-06
6.499668382842873e-06
6.5574148052198045e-06
5.509608678091798e-06
5.587445276871279e-06
6.609772631434487e-06
5.5328314636602835e-06
4.750749295049512e-06
4.526516884606264e-06
4.7304439094427e-06
4.217447335398568e-06
3.7534395346586024e-06
3.755552585582488e-06
3.727637824874641e-06
4.180426826133735e-06
4.341239034696888e-06
4.196127068377138e-06
4.322983900217843e-06
5.163905028037162e-06
5.0897733176932215e-06
5.306433882385995e-06
5.118646474340985e-06
5.652271497005594e-06
5.508955005245e-06
6.609179873050618e-06
6.251348331973951e-06
6.1420021627734874e-06
5.8930345993978065e-06
5.691762813527219e-06
4.122886157177562e-06
4.244278206219815e-06
4.284858158819397e-06
5.018126574809281e-06
4.956258218678466e-06
4.804735749502301e-06
4.791286868859659e-06
6.205678929400437e-06
5.305104507043503e-06
5.979428366732968e-06
4.754050211048726e-06
4.6568749718518375e-06
4.703617953529435e-06
5.261097884546243e-06
5.085446499767213e-06
4.5418123841123025e-06
3.3873987276954764e-06
3.494187901356983e-06
3.6409415846778574e-06
3.5490645827667445e-06
3.818888622191774e-06
3.4461235938465716e-06
3.886322007347206e-06
4.530088706894457e-06
3.941322151169475e-06
3.754096882144182e-06
3.568520930565811e-06
3.0873793629237065e-06
3.0202406783553615e-06
2.7832280997780204e-06
3.0002561851076766e-06
3.1466397876458343e-06
3.296175565436232e-06
3.882498858057378e-06
3.986918813262871e-06
4.068623604935121e-06
4.177300058171529e-06
4.274564734817004e-06
5.327870156348043e-06
6.195242002511422e-06
5.631391587936346e-06
5.070991558271018e-06
5.191573760118055e-06
6.375911973070045e-06
5.497048385514835e-06
4.573462132267097e-06
4.368406300618848e-06
3.8571381912188225e-06
3.823772580814544e-06
3.659491051555555e-06
3.262823165904692e-06
3.45237254607374e-06
3.359614122137495e-06
3.173054961711317e-06
3.3445331958672704e-06
3.8400703456259965e-06
3.7556322378659646e-06
4.036055953553088e-06
3.962813519586456e-06
3.88409605163836e-06
3.934706774446671e-06
4.194308076318098e-06
4.229588378929544e-06
4.636659802974516e-06
4.582367361679093e-06
5.234532359574051e-06
4.4423872496033465e-06
4.0384442377387055e-06
3.3062120669603403e-06
3.0483101793460543e-06
3.2185647366757544e-06
2.913331376557817e-06
2.7449908147395956e-06
2.7020274156710417e-06
2.7796749922761558e-06
3.284507967370739e-06
3.524368452005671e-06
3.2110809626033206e-06
3.07907091022361e-06
2.8086893493388014e-06
3.233535704664476e-06
2.876130553930012e-06
2.5426990378544098e-06
2.3844197678271033e-06
2.414065159268551e-06
2.828974936379016e-06
3.3891400395628555e-06
3.1788760289247936e-06
3.347037385951401e-06
3.64316800565486e-06
4.759608339024668e-06
4.657358842427908e-06
4.146670904827826e-06
3.57804436402726e-06
3.7401471433457796e-06
4.388156417294156e-06
4.2049004767783765e-06
3.0999403056712877e-06
2.9504163473720163e-06
3.109535893217299e-06
3.209806849551099e-06
3.1966724114361654e-06
3.05364773659048e-06
2.801281568942329e-06
3.1963496185274648e-06
3.357470340147473e-06
3.0972820174956878e-06
3.366548293940669e-06
3.4202141714763935e-06
3.34446309267849e-06
2.989397112397681e-06
2.9888029174564453e-06
3.2764734233147694e-06
3.3855244677693943e-06
3.440590679230917e-06
3.2064296364817583e-06
3.260242235768492e-06
3.904810804552009e-06
3.6265714640861394e-06
3.0825768383436726e-06
3.0502031236606286e-06
2.7809354698704536e-06
2.7208526493423014e-06
2.7338570105075564e-06
3.0528013343304608e-06
3.3877096594957766e-06
3.0766976030098527e-06
3.387453707665707e-06
3.318495737827895e-06
3.220744272366564e-06
2.96667273209238e-06
2.9462748726859976e-06
2.7358799375380627e-06
3.109573819732215e-06
2.8060638168153206e-06
2.8258439747577758e-06
3.2038672843112353e-06
3.7609348639602806e-06
3.6086319273122705e-06
4.076161022386647e-06
3.5727791985870163e-06
3.5276611107791707e-06
3.1794582628703156e-06
3.4233704972330837e-06
3.5425872066021597e-06
4.070747781318469e-06
3.418404175407424e-06
3.917623884335335e-06
3.830615256095955e-06
4.229079799968221e-06
3.6226257081074596e-06
2.6833902858225984e-06
2.0073680326301583e-06
2.0272985178947083e-06
2.0352713326751653e-06
2.0626245568815014e-06
1.9647744157915784e-06
1.995028702388725e-06
2.1602556135277046e-06
2.658563253514179e-06
2.7218433278442404e-06
2.754949946330099e-06
2.853907912944905e-06
3.112307136471688e-06
3.382477932917318e-06
3.7607607363559067e-06
3.4372379307675627e-06
3.0971365501890546e-06
3.0040422378218864e-06
3.468083560525324e-06
3.076767288363427e-06
2.5989185474898466e-06
2.754389489954278e-06
2.849621571571786e-06
3.1002209732499316e-06
2.9407832303817885e-06
2.522799496816468e-06
2.5193009596052774e-06
2.554473323629843e-06
2.41394734882632e-06
2.3772142911723455e-06
2.5198404694306893e-06
2.644442439779763e-06
2.428575562792128e-06
2.035319223196577e-06
2.249573037196677e-06
2.0342596876413383e-06
2.0477790434083033e-06
1.8269972963867722e-06
1.690974000173396e-06
1.8172924321991237e-06
2.01653947414725e-06
