SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle,,
28230.94162,0,25608.53022,4268.388076,3783.240744,1781.454461,,53082.82369
33532.07384,0,26587.79652,7303.203554,5021.622826,1003.337306,,59115.54579
1798.678934,0,2675.271903,625.5550561,4140.968597,1827.087535,,3645.757117
65524.0284,0,320.3568977,303.0564522,5524.20326,1256.369889,,64739.54465
98326.91183,0,-9992.951209,2439.725955,3054.712312,2183.647505,,87723.01816
152107.4461,0,26450.7879,10868.3233,4182.831738,552.2518563,,177721.6677
209183.8969,0,22924.73118,5345.73498,3548.048747,1310.380461,,231399.0183
117840.9366,0,32113.20021,8221.606286,4116.694167,893.7117856,,149130.798
33230.1114,0,11297.81665,9284.129732,3848.561883,1282.078865,,43758.21567
108727.703,0,3036.348826,586.4335234,5366.632602,1109.857184,,110690.7253
8092.862237,0,1652.335134,5531.709422,4925.362998,2143.99877,,8760.124771
8834.579932,0,1609.208187,2703.939134,4496.507633,1858.837757,,9544.486593
38468.69757,0,-19406.48119,6697.193894,2725.592648,1578.884504,,18517.09784
12702.32977,0,1700.344061,1963.689252,5214.360142,379.0987235,,13359.8018
,,,,,,,7631716.036
