slope
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
1.11e-06
5.070480234659087e-06
5.642004261919373e-06
5.25681911147576e-06
5.181122495303734e-06
5.879023020740018e-06
6.706226424419049e-06
6.8741558163279195e-06
5.440220231209981e-06
6.055001607410163e-06
6.7433538660915344e-06
7.240620880350068e-06
6.899945621902163e-06
5.7061746994232195e-06
5.929648151130098e-06
7.189301807159645e-06
7.018442643589881e-06
5.805542189990206e-06
4.756812928861171e-06
5.001850213534635e-06
5.3647442646904895e-06
5.1263955101357995e-06
5.475630793931745e-06
4.626247632366684e-06
5.291671895688691e-06
5.865657244160096e-06
5.743695837917991e-06
4.755883148856885e-06
4.9775462804034235e-06
5.07078235860439e-06
6.850109053274684e-06
7.464904288980313e-06
8.773214631562413e-06
8.443760476017964e-06
1.3721984535352544e-05
1.1944834073967402e-05
9.009755866194239e-06
6.762302541246956e-06
6.03436162746195e-06
4.582331752453537e-06
4.678373181423373e-06
4.843781237451773e-06
5.9925577116519626e-06
5.845417537405284e-06
5.3827932216070095e-06
5.196295811030381e-06
5.5118792200750405e-06
4.947640865083936e-06
5.2837845228133444e-06
4.357299303272999e-06
4.338084866873356e-06
4.4736721820343e-06
4.800090310338139e-06
5.138244161994584e-06
4.471686390546526e-06
3.4659968991359664e-06
3.4518558957774015e-06
3.5281499766091147e-06
3.505733626779328e-06
3.7751278883092128e-06
3.3120966303664738e-06
3.829841816072004e-06
4.187137188111547e-06
3.826732648945887e-06
3.64473156953814e-06
3.392378215135819e-06
3.035584426944183e-06
2.996603671981021e-06
2.6991599748696773e-06
2.8948818997417697e-06
3.385523498237375e-06
3.834976503546992e-06
4.939840343743338e-06
4.658211628324601e-06
5.503213806299085e-06
5.957817719072548e-06
7.075896582145564e-06
7.341540542245163e-06
7.3309369121493984e-06
6.482885888244677e-06
6.327502073434259e-06
7.073683867802213e-06
1.0158874480330757e-05
7.383320834166868e-06
5.689447192579635e-06
5.670394073220755e-06
5.052226370576773e-06
5.052758928611171e-06
4.291616787231222e-06
3.677144019136893e-06
3.806618652294512e-06
3.7404350026124505e-06
3.392794821062128e-06
3.478531799447147e-06
4.229912848015935e-06
3.940831989281112e-06
3.917491075746121e-06
3.863739041158917e-06
3.8117938820823855e-06
3.7687752954948003e-06
3.8105080941507356e-06
3.995321091768035e-06
4.303964454632982e-06
4.700839458136609e-06
5.402408581296123e-06
5.226498897724294e-06
4.5330276716890644e-06
3.678910000790685e-06
3.3490202721419694e-06
3.601738215885009e-06
3.5133148058388944e-06
3.452104546502389e-06
3.3872113437353492e-06
4.008256011021442e-06
5.152121216539195e-06
5.7027419825669535e-06
4.871467149926032e-06
3.8131632576523913e-06
3.195715741918688e-06
3.450387576923331e-06
2.9598016794885333e-06
2.398478258645195e-06
2.318476988847754e-06
2.357031330481428e-06
2.841432093460071e-06
3.3485158442471275e-06
3.2283425690269905e-06
3.2000426989941485e-06
4.048620862437202e-06
5.383070049331453e-06
5.213297565031357e-06
4.450156769381083e-06
3.7520348541579893e-06
3.751754533107167e-06
4.2004348043604245e-06
4.074504607279322e-06
3.143183069162279e-06
3.1337911429646276e-06
3.4767168632858304e-06
3.964684713418703e-06
3.898983718100715e-06
3.747475015750897e-06
3.514059421365842e-06
3.872621809605818e-06
3.801565668170967e-06
3.3724986305756065e-06
3.410653957431286e-06
4.1177538472452285e-06
3.966552810339107e-06
3.1042732006540067e-06
3.34272082692719e-06
3.914443285707759e-06
3.87448580238927e-06
3.853567134860464e-06
3.0772435804127355e-06
3.0187144792781814e-06
3.51601092888739e-06
3.4822534204185737e-06
3.349398676148082e-06
3.821057304943202e-06
3.15101760647669e-06
3.1459004337595383e-06
3.0881323984862123e-06
3.5699566958944213e-06
3.906645622599738e-06
3.1212258171952418e-06
3.1421456413912875e-06
3.3364388546189194e-06
3.0370509802621027e-06
3.1202033896335583e-06
3.3769425356988145e-06
3.3671031266814567e-06
3.7805997416445574e-06
3.1852989446028285e-06
3.2481631280345193e-06
3.8508847198175875e-06
5.006211653375281e-06
5.016306197757541e-06
4.9682874057422265e-06
5.999848468158863e-06
6.403984146868094e-06
5.446874708774591e-06
6.829281331891761e-06
6.815075345618567e-06
6.947140785468393e-06
5.0732902383999534e-06
5.1488127867864e-06
4.99821185253752e-06
5.060712051132855e-06
3.963338394638039e-06
2.525817620784502e-06
2.1618718787630757e-06
2.300042582307471e-06
2.292702340550361e-06
2.596513681756137e-06
2.6478454141832137e-06
2.750440414035106e-06
3.5197034251944694e-06
4.810622965844469e-06
5.211817631742596e-06
6.4553726499793025e-06
4.733199181051037e-06
4.781517918011714e-06
5.918396635411175e-06
5.295360401455121e-06
4.094598355954153e-06
3.0812809486742793e-06
2.775093910222184e-06
3.4094310073131174e-06
3.056865139435423e-06
2.544541657437505e-06
2.8181713961099207e-06
2.790994030630689e-06
2.9761716579043453e-06
2.9263602420519e-06
2.4457515096722605e-06
2.339655400515315e-06
2.4468387885511166e-06
2.4529648954081685e-06
2.417749056674918e-06
2.5648314849358395e-06
2.5044774234364992e-06
2.3779738045964935e-06
1.9884758119267486e-06
1.9147705311625945e-06
1.802011886943831e-06
1.8060502517253831e-06
1.6685868909113773e-06
1.666306509086375e-06
1.8986781852705187e-06
2.1707389231327213e-06
